Taxon	Taxon	Taxon	barcode03	barcode03	barcode03	barcode15	barcode15	barcode15	barcode50	barcode50	barcode50	barcode62	barcode62	barcode62	barcode74	barcode74	barcode74	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74
Pseudomonas mandelii JR-1	1147786	strain	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas orientalis	76758	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas veronii	76761	species	0.0	0.0	-inf	19.0	19.0	84.47368421052632	2.0	2.0	90.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	19.0	19.0	84.47368421052632	2.0	2.0	90.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas brenneri	129817	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas mediterranea	183795	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	89.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	89.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas protegens	380021	species	1.0	1.0	74.0	0.0	0.0	-inf	7.0	7.0	76.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	74.0	0.0	0.0	-inf	7.0	7.0	76.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida group	136845	species_group	0.0	0.0	-inf	0.0	0.0	-inf	680.0	6.0	84.56617647058823	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	680.0	6.0	84.56617647058823	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida	303	species	0.0	0.0	-inf	0.0	0.0	-inf	144.0	128.0	85.875	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	144.0	128.0	85.875	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida B6-2	1081940	strain	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	78.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	78.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida NBRC 14164	1211579	strain	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	88.22222222222223	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	88.22222222222223	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida H8234	1331671	strain	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	85.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	85.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida S13.1.2	1384061	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fulva	47880	species	0.0	0.0	-inf	0.0	0.0	-inf	528.0	0.0	84.33712121212122	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	528.0	0.0	84.33712121212122	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fulva 12-X	743720	strain	0.0	0.0	-inf	0.0	0.0	-inf	528.0	528.0	84.33712121212122	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	528.0	528.0	84.33712121212122	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas monteilii	76759	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri group	136846	species_group	0.0	0.0	-inf	1.0	0.0	11.0	36.0	0.0	87.38888888888889	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	11.0	36.0	0.0	87.38888888888889	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas xanthomarina	271420	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri subgroup	578833	species_subgroup	0.0	0.0	-inf	1.0	0.0	11.0	35.0	0.0	87.2	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	11.0	35.0	0.0	87.2	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri	316	species	0.0	0.0	-inf	1.0	0.0	11.0	35.0	35.0	87.2	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	11.0	35.0	35.0	87.2	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri DSM 10701	1123519	strain	0.0	0.0	-inf	1.0	1.0	11.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	11.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group	136849	species_group	0.0	0.0	-inf	4.0	0.0	88.5	183.0	9.0	87.04371584699453	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	88.5	183.0	9.0	87.04371584699453	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas viridiflava	33069	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas cichorii	36746	species	0.0	0.0	-inf	0.0	0.0	-inf	65.0	59.0	87.67692307692307	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	65.0	59.0	87.67692307692307	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas cichorii JBC1	1441629	strain	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	90.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	90.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fuscovaginae	50340	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas coronafaciens	53409	species	0.0	0.0	-inf	0.0	0.0	-inf	9.0	6.0	92.55555555555556	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	6.0	92.55555555555556	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas coronafaciens pv. oryzae	235277	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	91.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	91.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas coronafaciens pv. oryzae str. 1_6	563797	strain	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	91.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	91.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group genomosp. 1	251695	species_subgroup	0.0	0.0	-inf	2.0	0.0	89.0	57.0	0.0	86.49122807017544	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	89.0	57.0	0.0	86.49122807017544	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae	317	species	0.0	0.0	-inf	2.0	1.0	89.0	57.0	10.0	86.49122807017544	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	1.0	89.0	57.0	10.0	86.49122807017544	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae	321	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	25.0	0.0	85.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	25.0	0.0	85.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae B728a	205918	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae SM	1262350	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	33.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	33.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae B301D	1324931	strain	0.0	0.0	-inf	0.0	0.0	-inf	23.0	23.0	86.95652173913044	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	23.0	23.0	86.95652173913044	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group pathovars incertae sedis	264449	no_rank	0.0	0.0	-inf	1.0	0.0	83.0	19.0	0.0	86.3157894736842	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	83.0	19.0	0.0	86.3157894736842	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. actinidiae	103796	no_rank	0.0	0.0	-inf	1.0	1.0	83.0	18.0	12.0	85.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	83.0	18.0	12.0	85.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. actinidiae ICMP 18884	1095103	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. actinidiae ICMP 9853	1104678	strain	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	86.8	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	86.8	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. cerasicola	264451	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae UB303	1357287	strain	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	90.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	90.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group genomosp. 3	251701	species	0.0	0.0	-inf	1.0	0.0	91.0	14.0	2.0	82.07142857142857	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	14.0	2.0	82.07142857142857	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. tomato	323	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	80.375	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	80.375	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. tomato str. DC3000	223283	strain	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	80.375	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	80.375	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. maculicola	59511	no_rank	0.0	0.0	-inf	1.0	0.0	91.0	4.0	4.0	83.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	4.0	4.0	83.75	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. maculicola str. ES4326	629265	strain	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas asturiensis	1190415	species	0.0	0.0	-inf	1.0	1.0	85.0	25.0	25.0	87.48	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	85.0	25.0	25.0	87.48	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas parafulva	157782	species	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas graminis	158627	species	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	92.44444444444444	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	92.44444444444444	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Pseudomonas	196821	no_rank	0.0	0.0	-inf	3.0	0.0	87.66666666666667	444.0	30.0	85.01351351351352	0.0	0.0	-inf	3.0	0.0	74.66666666666667	0.0	0.0	-inf	3.0	0.0	87.66666666666667	444.0	30.0	85.01351351351352	0.0	0.0	-inf	3.0	0.0	74.66666666666667
Pseudomonas sp. phDV1	253237	species	0.0	0.0	-inf	0.0	0.0	-inf	32.0	32.0	82.21875	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	32.0	32.0	82.21875	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. R11-23-07	658632	species	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	93.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	93.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. R2-7-07	658641	species	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	85.28571428571429	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	85.28571428571429	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. StFLB209	1028989	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. R2-37-08W	1173273	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. R3-52-08	1173284	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	76.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	76.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. UW4	1207075	species	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	88.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	88.75	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. WCS374	1495331	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	9.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	9.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. R32	1573704	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0
Pseudomonas sp. S04	1573714	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. S34	1573718	species	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	88.14285714285714	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	88.14285714285714	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. Leaf58	1736226	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	80.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	80.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. CC6-YY-74	1930532	species	0.0	0.0	-inf	1.0	1.0	82.0	2.0	2.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	82.0	2.0	2.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. M30-35	1981174	species	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	83.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	83.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. RU47	2005388	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	23.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	23.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. HLS-6	2049589	species	0.0	0.0	-inf	0.0	0.0	-inf	29.0	29.0	81.41379310344827	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	29.0	29.0	81.41379310344827	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. ACM7	2052956	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	95.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	95.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. 02C 26	2054914	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. DTU12.3	2073078	species	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	87.125	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	87.125	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. SWI6	2083051	species	0.0	0.0	-inf	0.0	0.0	-inf	21.0	21.0	81.52380952380952	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	21.0	21.0	81.52380952380952	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. LH1G9	2083055	species	0.0	0.0	-inf	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. DG56-2	2320270	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. K2W31S-8	2320867	species	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	91.4	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	91.4	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. S150	2559074	species	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	82.6	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	82.6	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. SWI7	2587597	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	84.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	84.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. NIBRBAC000502773	2590776	species	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	88.44444444444444	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	88.44444444444444	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. C27(2019)	2604941	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. LPB0260	2614442	species	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	88.9090909090909	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	88.9090909090909	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. 14181154	2662033	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	84.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	84.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. Seg1	2678259	species	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	86.4	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	86.4	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. Ost2	2678260	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	86.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	86.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. BIGb0427	2724470	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	96.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	96.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. MSPm1	2726956	species	0.0	0.0	-inf	0.0	0.0	-inf	32.0	32.0	80.53125	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	32.0	32.0	80.53125	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. ADAK7	2730846	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	95.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	95.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. ADAK22	2730851	species	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. B11D7D	2735906	species	0.0	0.0	-inf	0.0	0.0	-inf	72.0	72.0	86.625	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	72.0	72.0	86.625	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. 43A	2743971	species	0.0	0.0	-inf	0.0	0.0	-inf	17.0	17.0	87.41176470588235	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	17.0	17.0	87.41176470588235	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. ABC1	2748080	species	0.0	0.0	-inf	0.0	0.0	-inf	72.0	72.0	85.41666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	72.0	72.0	85.41666666666667	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. ADPe	2774873	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. OST1909	2777367	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	99.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	99.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. 15A4	2804761	species	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	89.2	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	89.2	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. PDNC002	2811422	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	68.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	68.0
Pseudomonas sp. SDM007	2812000	species	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	91.9090909090909	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	91.9090909090909	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. SORT22	2813842	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. SCA2728.1_7	2825975	species	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	78.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	78.75	0.0	0.0	-inf	0.0	0.0	-inf
