Taxon	Taxon	Taxon	barcode02	barcode02	barcode02	barcode14	barcode14	barcode14	barcode26	barcode26	barcode26	barcode38	barcode38	barcode38	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38
Pseudomonas fragi	296	species	3287.0	3287.0	84.10191664131426	11.0	11.0	85.27272727272727	1.0	1.0	91.0	1.0	1.0	52.0	3285.0	3285.0	84.09954337899543	11.0	11.0	85.27272727272727	1.0	1.0	91.0	1.0	1.0	52.0
Pseudomonas lundensis	86185	species	3156.0	3156.0	86.02249683143219	49.0	49.0	86.85714285714286	0.0	0.0	-inf	0.0	0.0	-inf	3154.0	3154.0	86.03075459733671	49.0	49.0	86.85714285714286	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas chlororaphis	587753	species	2216.0	90.0	83.76805054151625	39.0	0.0	87.58974358974359	0.0	0.0	-inf	0.0	0.0	-inf	2216.0	90.0	83.76805054151625	39.0	0.0	87.58974358974359	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	3.0	3.0	65.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	65.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas chlororaphis subsp. aurantiaca	86192	subspecies	212.0	212.0	77.49528301886792	1.0	1.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	212.0	212.0	77.49528301886792	1.0	1.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas chlororaphis subsp. aureofaciens	587851	subspecies	1805.0	1792.0	85.27867036011081	35.0	34.0	87.54285714285714	0.0	0.0	-inf	0.0	0.0	-inf	1805.0	1792.0	85.27867036011081	35.0	34.0	87.54285714285714	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas chlororaphis subsp. aureofaciens 30-84	1038921	strain	13.0	13.0	75.46153846153847	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf	13.0	13.0	75.46153846153847	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas chlororaphis subsp. piscium	1513890	subspecies	106.0	106.0	78.47169811320755	3.0	3.0	91.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf	106.0	106.0	78.47169811320755	3.0	3.0	91.33333333333331	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens group	136843	species_group	3920.0	114.0	81.97908163265308	27.0	2.0	76.70370370370371	0.0	0.0	-inf	0.0	0.0	-inf	3919.0	114.0	81.98749681041082	27.0	2.0	76.70370370370371	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens	294	species	2576.0	2342.0	82.84860248447204	17.0	14.0	80.11764705882354	0.0	0.0	-inf	0.0	0.0	-inf	2575.0	2341.0	82.86174757281552	17.0	14.0	80.11764705882354	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens Pf0-1	205922	strain	1.0	1.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens SBW25	216595	strain	2.0	2.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens BBc6R8	463794	strain	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens R124	743713	strain	1.0	1.0	39.0	2.0	2.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	39.0	2.0	2.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens WH6	746360	strain	3.0	3.0	73.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	73.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens Q2-87	1038922	strain	4.0	4.0	63.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	63.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens Q8r1-96	1038923	strain	70.0	70.0	83.15714285714286	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	70.0	70.0	83.15714285714286	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens F113	1114970	strain	2.0	2.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fluorescens NCIMB 11764	1221522	strain	151.0	151.0	83.32450331125828	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	151.0	151.0	83.32450331125828	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas mucidolens	46679	species	1.0	1.0	13.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	13.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas azotoformans	47878	species	11.0	11.0	45.18181818181818	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	45.18181818181818	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas corrugata	47879	species	15.0	15.0	70.06666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	15.0	15.0	70.06666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas synxantha	47883	species	19.0	18.0	69.36842105263158	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	19.0	18.0	69.36842105263158	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas synxantha BG33R	96901	strain	1.0	1.0	69.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	69.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas libanensis	75588	species	2.0	2.0	83.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	83.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas mandelii	75612	species	370.0	315.0	85.2918918918919	2.0	0.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf	370.0	315.0	85.2918918918919	2.0	0.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas mandelii JR-1	1147786	strain	55.0	55.0	84.61818181818182	2.0	2.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf	55.0	55.0	84.61818181818182	2.0	2.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas orientalis	76758	species	11.0	11.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas rhodesiae	76760	species	46.0	46.0	70.30434782608695	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	46.0	46.0	70.30434782608695	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas veronii	76761	species	48.0	48.0	72.54166666666667	1.0	1.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf	48.0	48.0	72.54166666666667	1.0	1.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas migulae	78543	species	11.0	11.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas brenneri	129817	species	51.0	51.0	77.3529411764706	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	51.0	51.0	77.3529411764706	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas mediterranea	183795	species	3.0	3.0	67.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	67.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas trivialis	200450	species	59.0	59.0	80.8135593220339	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	59.0	59.0	80.8135593220339	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas poae	200451	species	290.0	290.0	82.85172413793103	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	290.0	290.0	82.85172413793103	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas congelans	200452	species	12.0	12.0	76.16666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	12.0	12.0	76.16666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas protegens	380021	species	279.0	279.0	77.72759856630825	3.0	3.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	279.0	279.0	77.72759856630825	3.0	3.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas cedrina	651740	species	2.0	2.0	37.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	37.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas pertucinogena group	136844	species_group	7.0	0.0	38.285714285714285	3.0	0.0	45.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	38.285714285714285	3.0	0.0	45.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas denitrificans (nom. rej.)	43306	species	7.0	7.0	38.285714285714285	3.0	3.0	45.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	38.285714285714285	3.0	3.0	45.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida group	136845	species_group	1200.0	30.0	72.77583333333334	29.0	1.0	73.86206896551724	0.0	0.0	-inf	0.0	0.0	-inf	1199.0	30.0	72.77314428690576	29.0	1.0	73.86206896551724	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida	303	species	668.0	606.0	74.27694610778444	22.0	21.0	77.5	0.0	0.0	-inf	0.0	0.0	-inf	668.0	606.0	74.27694610778444	22.0	21.0	77.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida KT2440	160488	strain	6.0	6.0	74.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	74.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida ND6	231023	strain	7.0	7.0	79.57142857142857	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	79.57142857142857	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida W619	390235	strain	6.0	6.0	53.16666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	53.16666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida BIRD-1	931281	strain	6.0	6.0	60.5	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	60.5	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida B6-2	1081940	strain	11.0	11.0	67.72727272727273	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	67.72727272727273	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida NBRC 14164	1211579	strain	6.0	6.0	67.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	67.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida S12	1215087	strain	2.0	2.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida H8234	1331671	strain	3.0	3.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas putida S13.1.2	1384061	strain	15.0	15.0	78.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	15.0	15.0	78.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fulva	47880	species	242.0	5.0	69.4297520661157	3.0	0.0	62.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	241.0	5.0	69.40248962655602	3.0	0.0	62.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fulva 12-X	743720	strain	237.0	237.0	69.41772151898734	3.0	3.0	62.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	236.0	236.0	69.38983050847457	3.0	3.0	62.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas oryzihabitans	47885	species	25.0	25.0	56.4	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	25.0	25.0	56.4	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas plecoglossicida	70775	species	30.0	30.0	76.06666666666666	1.0	1.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	30.0	30.0	76.06666666666666	1.0	1.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas monteilii	76759	species	172.0	171.0	74.05232558139534	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	172.0	171.0	74.05232558139534	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas monteilii SB3078	1435044	strain	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas mosselii	78327	species	33.0	33.0	70.57575757575758	2.0	2.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	33.0	33.0	70.57575757575758	2.0	2.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri group	136846	species_group	1293.0	3.0	65.6844547563805	10.0	0.0	61.6	2.0	0.0	28.5	1.0	0.0	16.0	1291.0	3.0	65.74593338497289	10.0	0.0	61.6	2.0	0.0	28.5	1.0	0.0	16.0
Pseudomonas balearica	74829	species	58.0	50.0	64.72413793103448	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	58.0	50.0	64.72413793103448	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas balearica DSM 6083	1123016	strain	8.0	8.0	59.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	59.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas xanthomarina	271420	species	373.0	373.0	73.43163538873995	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	373.0	373.0	73.43163538873995	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri subgroup	578833	species_subgroup	859.0	0.0	62.37601862630967	10.0	0.0	61.6	2.0	0.0	28.5	1.0	0.0	16.0	857.0	0.0	62.46091015169195	10.0	0.0	61.6	2.0	0.0	28.5	1.0	0.0	16.0
Pseudomonas stutzeri	316	species	859.0	570.0	62.37601862630967	10.0	8.0	61.6	2.0	2.0	28.5	1.0	1.0	16.0	857.0	569.0	62.46091015169195	10.0	8.0	61.6	2.0	2.0	28.5	1.0	1.0	16.0
Pseudomonas stutzeri A1501	379731	strain	18.0	18.0	58.05555555555556	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	18.0	18.0	58.05555555555556	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri RCH2	644801	strain	4.0	4.0	31.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	31.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri DSM 10701	1123519	strain	89.0	89.0	64.37078651685393	2.0	2.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf	89.0	89.0	64.37078651685393	2.0	2.0	79.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas stutzeri CCUG 29243	1196835	strain	178.0	178.0	61.99438202247191	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	177.0	177.0	62.22033898305085	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group	136849	species_group	491.0	5.0	78.32993890020367	10.0	0.0	82.5	0.0	0.0	-inf	0.0	0.0	-inf	491.0	5.0	78.32993890020367	10.0	0.0	82.5	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas viridiflava	33069	species	10.0	10.0	46.4	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	10.0	10.0	46.4	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas cichorii	36746	species	22.0	12.0	74.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	22.0	12.0	74.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas cichorii JBC1	1441629	strain	10.0	10.0	78.9	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	10.0	10.0	78.9	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas avellanae	46257	species	1.0	1.0	82.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	82.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas fuscovaginae	50340	species	1.0	1.0	65.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	65.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas coronafaciens	53409	species	251.0	0.0	82.46613545816733	8.0	0.0	79.625	0.0	0.0	-inf	0.0	0.0	-inf	251.0	0.0	82.46613545816733	8.0	0.0	79.625	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas coronafaciens pv. coronafaciens	235275	no_rank	220.0	220.0	82.32727272727273	8.0	8.0	79.625	0.0	0.0	-inf	0.0	0.0	-inf	220.0	220.0	82.32727272727273	8.0	8.0	79.625	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas coronafaciens pv. oryzae	235277	no_rank	31.0	0.0	83.45161290322581	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	31.0	0.0	83.45161290322581	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas coronafaciens pv. oryzae str. 1_6	563797	strain	31.0	31.0	83.45161290322581	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	31.0	31.0	83.45161290322581	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group genomosp. 1	251695	species_subgroup	170.0	0.0	76.23529411764707	2.0	0.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf	170.0	0.0	76.23529411764707	2.0	0.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae	317	species	170.0	65.0	76.23529411764707	2.0	0.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf	170.0	65.0	76.23529411764707	2.0	0.0	94.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae	321	no_rank	40.0	1.0	79.1	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	40.0	1.0	79.1	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae B728a	205918	strain	10.0	10.0	88.7	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	10.0	10.0	88.7	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae SM	1262350	strain	1.0	1.0	86.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	86.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. syringae B301D	1324931	strain	28.0	28.0	75.39285714285714	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	28.0	28.0	75.39285714285714	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. pisi	59510	no_rank	7.0	0.0	75.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	75.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. pisi str. PP1	1357292	strain	7.0	7.0	75.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	75.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. atrofaciens	192087	no_rank	2.0	2.0	92.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	92.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. lapsa	199201	no_rank	2.0	2.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group pathovars incertae sedis	264449	no_rank	47.0	0.0	75.46808510638297	1.0	0.0	100.0	0.0	0.0	-inf	0.0	0.0	-inf	47.0	0.0	75.46808510638297	1.0	0.0	100.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. actinidiae	103796	no_rank	36.0	5.0	71.27777777777777	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	36.0	5.0	71.27777777777777	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. actinidiae ICMP 9853	1104678	strain	31.0	31.0	72.45161290322581	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	31.0	31.0	72.45161290322581	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae pv. cerasicola	264451	no_rank	11.0	11.0	89.18181818181819	1.0	1.0	100.0	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	89.18181818181819	1.0	1.0	100.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae UMAF0158	1332075	strain	6.0	6.0	87.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	87.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae CC1557	1357279	strain	1.0	1.0	37.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	37.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae UB303	1357287	strain	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group genomosp. 2	251698	species_subgroup	20.0	0.0	71.8	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	20.0	0.0	71.8	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas savastanoi	29438	species	8.0	0.0	65.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	65.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas savastanoi pv. phaseolicola	319	no_rank	1.0	0.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas savastanoi pv. phaseolicola 1448A	264730	strain	1.0	1.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas savastanoi pv. savastanoi	360920	no_rank	7.0	0.0	70.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	70.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas savastanoi pv. savastanoi NCPPB 3335	693985	strain	7.0	7.0	70.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	70.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas amygdali	47877	species	12.0	0.0	75.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	12.0	0.0	75.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas amygdali pv. lachrymans	53707	no_rank	12.0	0.0	75.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	12.0	0.0	75.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas amygdali pv. lachrymans str. M301315	629260	strain	12.0	12.0	75.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	12.0	12.0	75.83333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas syringae group genomosp. 3	251701	species	5.0	5.0	70.6	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	70.6	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas asturiensis	1190415	species	4.0	4.0	77.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	77.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Pseudomonas syringae group	2775504	no_rank	2.0	0.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas sp. Lz4W	1206777	species	2.0	2.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas parafulva	157782	species	29.0	29.0	77.96551724137932	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	29.0	29.0	77.96551724137932	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudomonas cremoricolorata	157783	species	1160.0	1160.0	79.75603448275862	3.0	3.0	86.0	0.0	0.0	-inf	0.0	0.0	-inf	1160.0	1160.0	79.75603448275862	3.0	3.0	86.0	0.0	0.0	-inf	0.0	0.0	-inf
